feelings,comments,questions
3,its a worry asitwillimpactonthe restfthe beautiful birds animals fishland whchis already havinga prblem surviving,tp017
3,its about education to do it with minimal impact. is it better to have more camervans on road?,tp017
3,its about eduction not simply banning something,tp017
3,it's alarming to learn that camping canbe hazardousforthe biodiversity while it should have a smaller impact than living in houses which consune a lot more energy/ petrol and water to buil and the to live,tp017
0,its all rubbish,tp017
0,its amzing seing our coultr,tp017
4,it's an attack on personal freedom,tp017
3,its apart of nz identity but probs will help the environment,tp017
4,its awesome,tp017
4,its bad,tp017
4,its bad  because then  kids  dont  learn  about cmping.,tp017
1,its bad because littwering and fires,tp017
0,ITS BAD FOR PLANET,tp017
3,its bad for the environment,tp017
0,its bad for the land,tp017
1,ITS BAD WHEN PEOPLE LITTER.,tp017
0,its bad!!!!!,tp017
4,Its better for inviroment,tp017
1,its bettrfr nature,tp017
2,its boring,tp017
0,its cccccccccccccccccccccccccccccccccccccooooooooooooooooooooooooooooooooooooooooooooooooooollllllllllllllllllllllllllllllllllllll,tp017
0,its cool,tp017
3,its cool to camp in random places abd descvernew things,tp017
1,Its disgsting and bad for r country,tp017
4,its dumb,tp017
1,Its easier for us to giveup the free luxury of camping without paying to ebsure our future can enjoy the luxury of life,tp017
4,Its easy to look at a freedom campsite and complain about waste. But most campsites are an awful lot cleaner than the side of any highway or city street. A lot of campers clean beaches and areas where city folk gather and mess in their weekends.,tp017
3,its evryones planet  but people need to leave it as they found it,tp017
4,its familything,tp017
3,its fantastic to trvel your beautiful country and stayon wonderful places for free. makebetter easier ways to trow away garbich. we wanna help to keep it clean but at some places its difficult,tp017
2,its fine,tp017
2,its fine beni was here,tp017
4,its fine bro,tp017
3,its fine to camp outside its no hurting anyone,tp017
4,its foolish to thing this is the only time toose areas are impacted. seems like people in cities who know little about living in a way that is healthy and free painfully limiting us as we try to live our lives if you,tp017
4,its freedom,tp017
0,its fun,tp017
2,its fun,tp017
3,its fun,tp017
4,its fun,tp017
4,its fun,tp017
4,its fun,tp017
4,its fun,tp017
4,its fun and i dont leave behinde rubbish,tp017
4,its fun ima mc dub,tp017
4,its fun.,tp017
2,its gay,tp017
0,its good,tp017
1,its good,tp017
1,its good,tp017
0,its good for all native things,tp017
0,its good for animal,tp017
1,its good for our  enviroment,tp017
3,its good for people to appreciate nature,tp017
1,its good for the future,tp017
4,its good to ge out of the country,tp017
0,its good to protecc nature,tp017
4,its great for people to be in nature. god made our world and it is a blessing to enjoy it,tp017
0,ITS GREAT GET OUT THE OUTSIDERS,tp017
3,its great people can still go out and experience nature,tp017
0,its gret,tp017
1,its gret,tp017
3,its how i connect to nature,tp017
0,its important,tp017
1,It's important that our environment gets taken care of so I hopethat the ban makes a difference,tp017
4,its important that people easy can take part of the nature and therefor be willing to protect it,tp017
3,its important to allow all types of tourists access to nz. it just needs to be reulated.,tp017
1,its important to protect your wildlife. and unfortunate that people leve waste when camping in thewild.,tp017
4,its irresposable,tp017
4,its just sad,tp017
1,ITS KILLING NATURE,tp017
1,its kinda sus,tp017
2,its kindda not my problem,tp017
1,It's more important to protect nature than allow people the freedom to wildcamp.,tp017
4,its nice to travel the country like that,tp017
4,its not a problem of freedom caming. instead a problem ofthose peoplewho dumb rubbish.,tp017
3,its not mine,tp017
2,its not my desicion,tp017
1,its not necessary to have free camping to enjoy this country,tp017
3,its not safe or hyguenic,tp017
1,its not that good to camp anywhere but its ok to camp at campsites,tp017
2,its not that much to care about like i dont care because i dont camp so pople who do camp abd do it for fun would care and be worried. but yeah. so i recommend not taking it away becuase people who camp ar gonna be mad,tp017
3,its not theright solutionto the problem,tp017
3,its nz biggest industy. they should make strict laws and punishments if people leave rubbish behind,tp017
4,its ok,tp017
2,its ok in certain places:),tp017
2,its ok. dont mind,tp017
2,its okayifyucleanup afteryourelf and dobt lace mark,tp017
3,its okif theres no mess left,tp017
3,its one of things Nz has to offer. maybe regulting and inforcing new rules to control the issues instead of stopping it.,tp017
3,Its only a select few ruining for others,tp017
4,its only the idiots that leave rubbish,tp017
1,its our backyard we have to live  here i dont want to stand in someone elss shit because theyre too lazy to find a place to flush away their exrement or puttheyre rubbishin a bin,tp017
4,its our country that we pay taxes and have every right to the land,tp017
4,its our right as kiwis,tp017
4,its our world,tp017
0,its really fun,tp017
4,its really good to get out doors and restrecting people to not camp out in a feild or the woodsis really bad because people love doing it. its like taking away peoples fav passion.,tp017
4,its sad for the people who are responsible,tp017
3,its sad people cannot respect the space to the extent that such a ban would be needed,tp017
3,Its sad that people dont look after the environment they are in . i love freedom camping and wish my children could have the same chance to explore nz and feel connected to the land.,tp017
3,its sad wish we could learn and teach others to respect land. important for connecting with nature,tp017
3,its so sad how its killing and can i get uhhhhhhhhhhhhhhhhhhh,tp017
3,its some people homes,tp017
2,its stupid,tp017
0,its stupid to leave your rubbish behind,tp017
3,its such a good opportunity for people with a much lower budget to explore the country. Education and more rubbish bins,tp017
3,Its the main reason tourists come to NZ. There would be way less tourism and less seasonal workers,tp017
0,its the only way of reducing direct negative impact on nature,tp017
3,its the wrong question... our citys show how people that wouldnt even regard to tent treat nature *trash everywhere* ... its not about camping in the nature ... its about changing the society   so that everyone tries to protect enviroment,tp017
1,its too difficult to control freedom camping. especially inrestrictedareas with wildlife,tp017
1,its too much pressure on the enviroment,tp017
4,its uneducated people not camping,tp017
3,it's unnecessary,tp017
4,its very bad for the enviroment because if u go camping out  in the woods and u make a fire u coud posibly cause a fire and could die fom all this,tp017
0,its very interesting,tp017
0,its yuck.,tp017
3,itsa good way toexplore yur own backyard,tp017
4,itshould not be because there is litte harmto come from it soyou guys can ban it to say its better for the enviroment but it is just to make the goverment lookbetter,tp017
3,ITSimportant that people strengthen their bndwit nature. why cnserve if not to serve.,tp017
1,itwaill help the environentand will save our native  animals,tp017
2,itwas boring,tp017
4,iuihugy,tp017
0,ive already done it. so illl be able to brag after,tp017
3,ive just free camped around the south island and saw only responsible camping. it was a great way to see NZ,tp017
0,ive seen the mess they leave,tp017
3,iwi and hapu and doc control the areas,tp017
1,iwi hapÅ« hÄpori with help of doc and MBIE contol and place rules that protect our environment,tp017
4,iwoud like to try,tp017
0,iyjdddvgfmgnfhkmhhujgmhvjmjmhggdgbdgbdhbfhngjmkmgytd,tp017
4,izzie poo,tp017
0,jacinda ardern is great,tp017
2,jbjxkhvhvsdhvjdc,tp017
0,jchhso,tp017
1,je refere,tp017
0,jgcszgschj,tp017
2,jh,tp017
0,jhddacvfdsngcvdf,tp017
0,jhgbm,tp017
1,jhxdgdd,tp017
0,jmkihfelgeo,tp017
2,jnhgfbgfdgdbfdsfvgdbvvggxvvhdhjhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,tp017
3,johnny depp,tp017
2,join ########## on discord,tp017
0,juan,tp017
4,judith will take u for your sins,tp017
2,just becase,tp017
4,just because,tp017
3,Just because  somepeople,tp017
3,just becausei am,tp017
4,just cos    duhhh,tp017
2,just do  it already,tp017
2,just do what you want,tp017
